block_num,Block_length_target,Goal_Bonded,Inflation_Rate_Change,Min_Inflation_Rate,Max_Inflation_Rate,Min_Signatures,Blocks_per_year,Validator_id,timestamp,sign_ratio,atom_staked_v,percent_staked,commission_amt,inflation_rate,total_supply,community_tax,min_proposer_bonus,max_proposer_bonus,v_commission,n_validators,total_block_fees
12736696,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:51:53.874467760Z,1.0,2807342.952035,64.7,288195240.4566753,0.1310828999859164,314960760355227,0.02,0.01,0.04,5.0,175,7533
12736697,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:52:00.248959266Z,1.0,2807342.952035,64.7,288201311.2592148,0.1310829078578959,314960769824486,0.02,0.01,0.04,5.0,175,389
12736698,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:52:06.975296505Z,1.0,2807342.952035,64.7,288207377.48597085,0.1310829157298808,314960779293746,0.02,0.01,0.04,5.0,175,3859
12736699,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:52:13.200881215Z,1.0,2807342.952035,64.7,288213445.9362089,0.1310829236018724,314960788763007,0.02,0.01,0.04,5.0,175,9552
12736700,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:52:19.457160167Z,1.0,2807342.952035,64.7,288219518.03397566,0.1310829314738577,314960798232269,0.02,0.01,0.04,5.0,175,0
12736701,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:52:25.968108239Z,1.0,2807342.952035,64.7,288225584.01340187,0.1310829393458496,314960807701532,0.02,0.01,0.04,5.0,175,1801
12736702,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:52:32.251500220Z,1.0,2807342.952035,64.7,288231651.14685607,0.1310829472178482,314960817170795,0.02,0.01,0.04,5.0,175,7410
12736703,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:52:38.755387698Z,1.0,2807342.952035,64.7,288237721.8734179,0.1310829550898535,314960826640059,0.02,0.01,0.04,5.0,175,7024
12736704,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:52:45.301424419Z,1.0,2807342.952035,64.7,288243792.3533499,0.1310829629618655,314960836109324,0.02,0.01,0.04,5.0,175,0
12736705,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:52:51.860231958Z,1.0,2807342.952035,64.7,288249858.3343705,0.1310829708338841,314960845578590,0.02,0.01,0.04,5.0,175,4151
12736706,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:52:58.199414464Z,1.0,2807342.952035,64.7,288255926.97514904,0.1310829787059093,314960855047857,0.02,0.01,0.04,5.0,175,5508
12736707,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:53:04.731590857Z,1.0,2807342.952035,64.7,288261996.485858,0.1310829865779404,314960864517125,0.02,0.01,0.04,5.0,175,14279
12736708,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:53:11.051636718Z,1.0,2807342.952035,64.7,288268071.615882351529882896,0.131082994449966505,314960873986394,0.020000000000000000,0.010000000000000000,0.040000000000000000,5.0,175,11047
